,price,type,company
1982,699,tshirt,hering
1983,399,tshirt,hering
1984,349,tshirt,hering
1985,279,tshirt,hering
1986,297,tshirt,hering
1987,399,tshirt,hering
1988,499,tshirt,hering
1989,329,tshirt,hering
1990,499,tshirt,hering
1991,499,tshirt,hering
1992,249,tshirt,hering
1993,899,tshirt,hering
1994,299,tshirt,hering
1995,279,tshirt,hering
1996,799,pant,hering
1997,799,pant,hering
1998,799,pant,hering
1999,599,pant,hering
2000,1299,pant,hering
2001,1299,pant,hering
2002,1099,pant,hering
2003,1099,pant,hering
2004,1799,pant,hering
2005,499,pant,hering
2006,1099,pant,hering
2007,799,pant,hering
2008,1299,pant,hering
2009,1299,pant,hering
2010,1299,pant,hering
2011,499,pant,hering
2012,1799,pant,hering
2013,999,pant,hering
2014,799,pant,hering
2015,1299,pant,hering
2016,599,pant,hering
2017,799,pant,hering
2018,599,pant,hering
2019,1099,pant,hering
2020,699,pant,hering
2021,1499,pant,hering
2022,799,pant,hering
2023,1099,pant,hering
2024,799,jacket,hering
2025,1299,jacket,hering
2026,599,jacket,hering
2027,1499,jacket,hering
2028,799,jacket,hering
2029,1099,jacket,hering
2030,799,boxer,hering
2031,499,boxer,hering
2032,899,boxer,hering
2033,1299,boxer,hering
2034,289,boxer,hering
2035,289,boxer,hering
2036,799,boxer,hering
2037,549,boxer,hering
2038,899,boxer,hering
2039,449,boxer,hering
2040,499,boxer,hering
2041,499,boxer,hering
2042,329,boxer,hering
2043,329,boxer,hering
2044,1099,boxer,hering
2045,349,boxer,hering
2046,449,boxer,hering
2047,549,sweater,hering
2048,399,sweater,hering
2049,899,sweater,hering
2050,499,sweater,hering
2051,399,sweater,hering
2052,699,sweater,hering
2053,549,sweater,hering
2054,699,sweater,hering
2055,1299,sweater,hering
2056,449,short,hering
2057,299,short,hering
2058,299,short,hering
2059,290,short,hering
2060,159,short,hering
2061,699,short,hering
2062,799,short,hering
2063,1099,short,hering
2064,299,short,hering
2065,349,short,hering
2066,899,short,hering
2067,1099,short,hering
2068,899,short,hering
2069,1099,short,hering
2070,199,short,hering
